customer_id,customer_name,sales_region,email,customer_tier,join_date,phone,loyalty_points,is_subscribed
945093,Jennifer Williams,West Coast,jennifer.williams153@company.com,Bronze,2021-02-19,+1-140-961-9639,13877,1
739981,Sofia Moore,Southwest,sofia.moore71@mail.com,Bronze,2022-03-19,+1-935-610-0269,293,False
250261,Omar Martinez,West Coast,omar.martinez104@outlook.com,Bronze,2020-04-15,+1-953-550-2150,11502,1
645390,YUKI MÜLLER,West Coast,yuki.müller800@work.org,Gold,2019-08-09,,14074,1
392260,Patricia Rodriguez,Northeast,patricia.rodriguez357@mail.com,Bronze,2020-10-24,+1-555-794-6329,5969,1
658025,Michael Müller,International,michael.müller141@mail.com,Bronze,2022-10-28,,8221,0
576146,Christopher Johnson,West Coast,christopher.johnson285@company.com,Silver,2024-01-21,+1-139-304-6470,7636,1
743831,Elena Lee,Midwest,elena.lee833@mail.com,Gold,2023-05-31,+1-923-039-8271,5349,Y
101144,Carlos Ali,Northeast,carlos.ali422@mail.com,Bronze,2023-02-21,+1-629-677-8422,1821,1
136493,Carlos Garcia,Northeast,carlos.garcia359@icloud.com,Silver,2020-10-08,+1-573-319-4686,9489,1
975642,Sarah Wilson,West Coast,sarah.wilson770@hotmail.com,Bronze,2018-10-14,+1-557-135-6722,9021,N
532889,Michael Lopez,Southwest,michael.lopez966@company.com,Bronze,2023-08-19,+1-343-023-6393,13921,1
672022,Richard Wilson,International,richard.wilson931@work.org,Gold,2023-02-21,+1-581-322-9993,14620,1
252685,Raj Fernandez,Northeast,raj.fernandez751@gmail.com,Bronze,2022-10-19,+1-665-577-8160,5680,1
997154,Mary Rodriguez,International,mary.rodriguez134@work.org,Bronze,2024-04-08,+1-441-716-4603,946,1
238611,Wei Martinez,Northeast,wei.martinez873@hotmail.com,Platinum,2019-11-06,+1-145-028-3993,10387,1
754959,Barbara Miller,Southwest,barbara.miller528@work.org,Bronze,2022-01-09,+1-384-563-2276,12702,1
926888,,Midwest,charles.miller477@work.org,Silver,2018-11-24,+1-256-059-8280,8238,1
162464,Jessica Johnson,Northwest,jessica.johnson840@gmail.com,Silver,2018-10-01,+1-383-497-2656,10083,1
408529,Barbara Thomas,International,barbara.thomas68@icloud.com,Bronze,2023-10-09,+1-890-995-8187,11346,True
496339,Susan Chen,Northeast,susan.chen26@work.org,Bronze,2019-01-22,+1-920-605-7556,9484,1
751515,Wei Garcia,Northwest,wei.garcia823@work.org,Bronze,2023-01-01,+1-402-006-7553,8396,0
701113,Susan Wilson,Northeast,susan.wilson545@work.org,Gold,2022-05-02,+1-463-716-4033,13612,0
940936,Omar Lee,Southwest,omar.lee143@mail.com,Silver,2020-09-23,+1-185-556-0558,2117,False
451054,Jessica Wilson,Southwest,jessica.wilson989@company.com,Bronze,2018-07-27,+1-037-094-9844,11576,1
310205,Richard Fernandez,Northeast,richard.fernandez26@work.org,Platinum,2021-03-08,+1-085-364-1003,1494,1
741599,Carlos Nguyen,Southwest,carlos.nguyen168@yahoo.com,Bronze,2023-12-16,+1-781-298-3769,14235,1
693255,Yuki Davis,Southwest,yuki.davis992@company.com,Bronze,2021-01-28,+1-972-054-8016,4864,1
549886,Raj Chen,Northeast,raj.chen38@hotmail.com,Bronze,2021-06-08,+1-445-592-8580,14062,1
733216,Karen Smith,Southwest,karen.smith40@company.com,Bronze,2020-11-28,+1-976-624-0980,374,1
668035,Patricia Thomas,Southwest,patricia.thomas369@yahoo.com,Silver,2018-05-06,+1-492-085-9462,7478,False
109038,Karen Patel,Southwest,karen.patel93@icloud.com,Bronze,2022-10-09,+1-447-053-4134,13041,1
740490,Karen Müller,Northeast,karen.müller205@mail.com,Silver,2023-08-28,+1-186-030-4564,901,1
115422,Charles Martin,Northeast,charles.martin89@hotmail.com,Bronze,2020-12-24,+1-753-464-0784,958,N
625016,Christopher Rodriguez,Northwest,christopher.rodriguez593@icloud.com,Gold,2021-07-07,+1-355-093-4278,10214,0
888422,Joseph Wilson,Southeast,joseph.wilson933@hotmail.com,Bronze,2022-10-02,+1-848-952-7387,4919,0
372675,Fatima Johnson,West Coast,fatima.johnson972@icloud.com,Silver,2021-11-13,+1-416-537-6171,10986,1
802765,Jessica Lopez,Southeast,jessica.lopez169@company.com,Bronze,2023-01-20,+1-982-706-8718,4071,False
484714,Lisa Garcia,West Coast,lisa.garcia269@icloud.com,Bronze,2020-06-08,+1-960-492-9676,6752,1
513803,Omar Brown,West Coast,omar.brown615@mail.com,Bronze,2018-04-15,+1-615-988-1855,175,0
250462,Lisa Johnson,West Coast,lisa.johnson294@company.com,Gold,2021-11-03,+1-746-197-3816,1940,True
884095,Mary Jones,Northwest,mary.jones64@hotmail.com,Bronze,2023-08-06,+1-255-685-9557,6476,0
173481,Elena Brown,Southeast,elena.brown267@company.com,Bronze,2024-03-06,+1-885-081-4125,5584,1
188575,Michael Thomas,West Coast,michael.thomas710@work.org,Bronze,2022-02-21,+1-596-468-4981,7390,1
932170,Jessica Müller,Midwest,,Bronze,2023-04-03,+1-183-525-4181,8271,Y
345280,David Nguyen,Northwest,david.nguyen161@outlook.com,Bronze,2021-06-27,+1-048-455-6900,1455,1
422643,Patricia Fernandez,Southeast,patricia.fernandez74@hotmail.com,Silver,2019-08-18,+1-397-967-8011,10215,Y
958319,Karen Moore,West Coast,karen.moore840@icloud.com,Bronze,2023-05-29,+1-052-992-8414,10943,False
541772,John Martinez,Southeast,john.martinez490@mail.com,Bronze,2022-02-03,,1836,1
219270,John Rossi,Midwest,john.rossi649@outlook.com,Gold,2021-12-08,+1-263-781-8879,2476,1
273683,Zara Thomas,,zara.thomas764@work.org,Bronze,2018-08-27,+1-694-806-0099,6544,0
194035,mei lee,Northwest,,Silver,2023-06-10,+1-198-128-0443,14535,N
852126,Richard Johnson,Southwest,richard.johnson645@work.org,Bronze,2019-09-22,+1-218-646-6460,7977,1
478271,Joseph Ali,Southeast,joseph.ali414@gmail.com,Bronze,2023-04-24,+1-381-403-1379,13784,1
378223,Susan Johnson,Southwest,susan.johnson689@hotmail.com,Silver,2019-09-13,+1-435-141-0191,2495,1
295332,Patricia Kim,Southwest,patricia.kim416@gmail.com,Bronze,2022-07-14,+1-214-296-0702,8670,1
114993,Patricia Moore,West Coast,patricia.moore192@icloud.com,Silver,2020-12-19,+1-775-596-1754,3190,0
809605,Zara Jackson,Northeast,zara.jackson522@hotmail.com,Platinum,2021-11-28,+1-402-800-0352,11995,Y
751703,Robert Lee,Northwest,robert.lee806@company.com,Bronze,2021-06-04,+1-124-877-7935,4275,0
650250,Zara Ali,Southeast,zara.ali896@gmail.com,Silver,2023-11-05,+1-175-123-6022,10559,1
872064,Fatima Fernandez,Midwest,fatima.fernandez73@icloud.com,Silver,2021-01-22,+1-463-441-6608,4453,Y
403476,John Patel,Southeast,john.patel472@yahoo.com,Bronze,2020-04-21,+1-941-309-6677,10887,0
405939,,Northeast,,Silver,2023-01-15,+1-548-479-0695,8303,Y
417329,Zara Kim,West Coast,zara.kim240@outlook.com,Bronze,2022-08-18,+1-487-799-2222,7147,1
115195,Ahmed Moore,Northeast,ahmed.moore184@gmail.com,Silver,2024-02-25,+1-286-483-3120,1394,1
381328,Carlos Taylor,Northeast,carlos.taylor622@outlook.com,Silver,2024-06-12,+1-711-854-1391,6578,1
900932,Patricia Anderson,West Coast,patricia.anderson493@gmail.com,Silver,2018-08-04,,4680,N
839221,Omar Thomas,West Coast,omar.thomas806@company.com,Bronze,2020-02-29,+1-148-248-5280,3377,1
178274,David Davis,Midwest,david.davis504@yahoo.com,Bronze,2022-12-26,+1-105-940-5042,9235,1
308280,Robert Ali,Midwest,robert.ali439@outlook.com,Bronze,2019-07-01,+1-161-081-7205,14403,True
203615,James Lee,Northeast,james.lee752@company.com,Gold,2021-05-26,+1-886-462-4921,6498,0
480980,Christopher Nguyen,International,christopher.nguyen387@work.org,Gold,2019-09-04,+1-169-186-0463,2357,0
495030,Wei Moore,Northeast,,Silver,2021-03-12,+1-055-474-7640,8639,1
146622,Jennifer Ali,Southeast,jennifer.ali407@company.com,Gold,2023-07-25,+1-513-493-6354,7839,0
751400,Sofia Brown,Northeast,sofia.brown146@mail.com,Silver,2023-01-07,+1-402-306-0877,8697,True
210313,zara singh,West Coast,,Bronze,2019-03-27,+1-534-461-3639,8328,1
991006,,International,carlos.taylor17@company.com,Bronze,2021-08-11,,10870,Y
848496,Mei Ali,International,mei.ali960@hotmail.com,Silver,2021-09-10,+1-380-305-4964,7806,0
812673,Fatima Taylor,Northwest,fatima.taylor734@outlook.com,Gold,2020-08-30,,4893,1
323976,Karen Patel,NORTHEAST,,Silver,2022-10-19,+1-249-464-1779,1840,Y
917681,Richard Jackson,West Coast,richard.jackson164@work.org,Silver,2021-02-25,+1-107-880-5253,14592,1
182585,Priya Chen,International,priya.chen333@outlook.com,Silver,2018-07-24,+1-596-813-6767,1072,1
653188,Raj Brown,Northeast,raj.brown399@company.com,Bronze,2022-09-10,+1-764-486-2888,14303,1
282262,Jennifer Martinez,International,jennifer.martinez314@mail.com,Silver,2023-06-05,+1-179-585-2375,10148,1
435472,Joseph Lee,Northeast,joseph.lee277@company.com,Platinum,2021-04-29,+1-233-394-4530,61,1
867532,Linda Singh,Southwest,linda.singh664@company.com,Bronze,2021-04-09,+1-274-964-4150,4881,1
445373,Sarah Wilson,West Coast,sarah.wilson448@outlook.com,Platinum,2018-11-24,+1-998-936-7626,1637,0
193421,Linda Anderson,Northwest,linda.anderson288@yahoo.com,Bronze,2023-12-30,+1-331-124-9186,10197,N
187316,KAREN WILSON,Northeast,karen.wilson398@work.org,Gold,2023-06-25,+1-373-854-8235,4662,0
140588,Michael Singh,Southwest,michael.singh261@hotmail.com,Bronze,2022-07-26,+1-261-355-3993,8018,1
301264,Sofia Brown,West Coast,sofia.brown141@gmail.com,Bronze,2023-04-30,+1-269-274-3527,10873,0
402712,Joseph Anderson,International,joseph.anderson251@yahoo.com,Bronze,2021-04-24,,9615,Y
739388,Jessica Martin,Northeast,jessica.martin140@gmail.com,Bronze,2018-01-09,+1-066-447-7706,12265,0
746333,Elena Müller,Southeast,elena.müller755@gmail.com,Bronze,2023-04-29,+1-478-161-9564,4724,1
639085,Mary Müller,Southwest,mary.müller50@company.com,Bronze,2023-02-23,+1-145-017-0981,4052,1
956385,Wei Anderson,West Coast,wei.anderson244@gmail.com,Bronze,2018-01-05,+1-386-296-4987,4016,N
487412,Yuki Brown,Midwest,yuki.brown836@gmail.com,Bronze,2019-07-04,+1-881-403-3289,637,True
946608,Linda Jackson,Northeast,linda.jackson287@work.org,Bronze,2024-01-14,+1-760-299-2238,3519,1
222117,Jennifer Taylor,International,jennifer.taylor714@hotmail.com,Bronze,2019-09-08,+1-724-343-2502,12984,1
713418,Omar Lopez,Northwest,omar.lopez680@mail.com,Bronze,2024-06-29,,9126,1
201899,Lisa Lee,Northeast,lisa.lee674@mail.com,Gold,2022-09-25,+1-746-400-2931,9283,1
844052,James Kim,West Coast,james.kim921@work.org,Bronze,2023-11-26,+1-912-910-0648,2702,0
247693,David Rossi,Midwest,david.rossi174@yahoo.com,Bronze,2024-06-27,+1-515-246-1715,3339,1
178022,Thomas Chen,Northwest,thomas.chen452@mail.com,Gold,2024-04-21,+1-056-095-1195,11327,N
806334,Linda Martinez,Northwest,linda.martinez293@outlook.com,Bronze,2023-12-07,+1-852-428-1138,3036,True
632539,JESSICA MARTIN,west coast,jessica.martin535@work.org,Silver,2022-03-15,+1-131-846-7539,984,0
284827,Jennifer Singh,Southwest,jennifer.singh884@work.org,Bronze,2019-08-13,+1-055-733-2821,2290,1
170737,Lisa Martinez,Southwest,lisa.martinez835@hotmail.com,Bronze,2024-04-24,+1-148-508-6971,2451,1
493722,Raj Miller,Southeast,raj.miller299@hotmail.com,Bronze,2018-11-02,+1-427-855-6111,5153,1
116956,Lisa Lopez,Northeast,lisa.lopez290@hotmail.com,Bronze,2018-01-30,+1-493-093-8867,13458,1
632061,,MIDWEST,ahmed.müller681@hotmail.com,Bronze,2020-10-31,+1-047-960-1797,7030,1
612650,James Rossi,Southwest,,Bronze,2023-07-29,+1-273-998-8507,10493,1
732580,Jennifer Kim,Northeast,jennifer.kim483@company.com,Bronze,2021-10-15,+1-395-382-5124,10314,1
708464,Richard Patel,West Coast,richard.patel585@icloud.com,Bronze,2022-11-11,+1-704-721-4828,7388,True
721438,Charles Miller,Southwest,charles.miller780@mail.com,Silver,2024-06-10,+1-267-410-9297,91,1
892317,Elena Ali,Southwest,elena.ali378@yahoo.com,Silver,2022-01-17,+1-238-835-6327,2450,1
945164,Ahmed Davis,International,ahmed.davis33@icloud.com,Gold,2023-02-02,+1-448-442-3162,8401,1
840508,Sofia Patel,International,sofia.patel436@hotmail.com,Silver,2024-03-31,+1-189-820-4057,2224,1
727599,Omar Kim,West Coast,omar.kim351@outlook.com,Bronze,2019-12-10,+1-275-021-1054,1820,Y
510250,Jennifer Williams,Southeast,,Gold,2020-03-21,+1-925-677-4605,14611,Y
915096,Richard Miller,Midwest,richard.miller79@mail.com,Silver,2023-11-07,+1-477-444-9590,5403,0
632040,Linda Anderson,Southwest,linda.anderson34@yahoo.com,Bronze,2018-11-10,+1-501-679-8814,14471,1
103154,John Chen,Southwest,john.chen317@hotmail.com,Silver,2019-12-21,+1-443-770-4009,9063,True
331963,,Northeast,thomas.anderson194@icloud.com,Bronze,2021-01-06,+1-770-610-2946,1447,0
855149,Zara Davis,Southwest,zara.davis245@yahoo.com,Bronze,2020-01-09,+1-689-594-8193,4269,0
267545,Lisa Moore,Southwest,lisa.moore734@outlook.com,Silver,2024-03-09,+1-790-178-0594,12215,1
419859,Jessica Brown,West Coast,jessica.brown465@gmail.com,Silver,2018-05-09,+1-511-737-2661,11618,True
467759,Sofia Patel,Northeast,sofia.patel841@outlook.com,Gold,2018-03-19,+1-680-410-0911,7748,Y
272708,Elena Smith,Northeast,elena.smith272@icloud.com,Gold,2020-03-28,+1-129-656-5990,7848,1
509166,Jennifer Moore,Northeast,jennifer.moore739@mail.com,Gold,2020-02-18,+1-389-254-3099,728,1
744784,Fatima Taylor,Northeast,fatima.taylor781@outlook.com,Bronze,2021-09-28,+1-123-451-3292,7635,0
648605,Charles Silva,Northeast,charles.silva415@mail.com,Bronze,2022-02-08,+1-806-601-3030,14534,False
650626,Michael Müller,West Coast,michael.müller695@mail.com,Gold,2022-06-04,+1-295-943-2079,2075,1
731516,John Martinez,Northeast,john.martinez983@work.org,Platinum,2020-06-12,+1-045-525-8898,7448,1
253794,Mary Kim,Southwest,mary.kim765@hotmail.com,Bronze,2019-11-01,+1-872-736-6685,10679,1
867129,Priya Müller,Midwest,priya.müller344@hotmail.com,Silver,2019-11-08,+1-102-158-0901,5945,False
172920,Barbara Davis,International,barbara.davis553@yahoo.com,Bronze,2020-10-21,+1-386-914-7874,219,Y
953869,Mei Rodriguez,Northwest,mei.rodriguez682@work.org,Gold,2018-02-24,+1-793-713-7213,7029,1
484327,Sofia Lee,West Coast,sofia.lee150@yahoo.com,Bronze,2020-05-12,+1-229-720-9317,13285,1
736172,Ahmed Patel,Southwest,ahmed.patel33@outlook.com,Bronze,2022-03-05,+1-441-878-7542,1100,1
412625,Richard Patel,northeast,richard.patel873@mail.com,Bronze,2018-11-22,+1-754-074-4899,2269,1
759798,Jennifer Lee,Northeast,jennifer.lee524@mail.com,Bronze,2022-05-07,+1-264-853-4056,4198,1
293009,Susan Rossi,Northeast,susan.rossi318@hotmail.com,Silver,2020-06-05,+1-840-043-7103,12871,Y
344790,Carlos Moore,Northeast,carlos.moore928@icloud.com,Bronze,2019-11-16,+1-186-885-8984,13634,1
564402,Jessica Patel,Northeast,jessica.patel648@outlook.com,Platinum,2021-04-20,+1-046-613-1990,14159,Y
584921,Yuki Chen,Southwest,yuki.chen630@mail.com,Silver,2022-09-26,,4559,True
311876,Susan Hernandez,Northwest,susan.hernandez14@icloud.com,Bronze,2020-03-22,+1-387-458-9471,14195,1
272882,Jessica Rossi,Northeast,jessica.rossi197@company.com,Silver,2018-01-17,+1-935-409-2178,1494,1
994610,Omar Jackson,Northeast,omar.jackson589@icloud.com,Platinum,2021-01-13,+1-828-755-3969,3465,0
725218,Susan Williams,Southwest,susan.williams13@work.org,Platinum,2023-12-27,+1-187-593-4282,11525,1
556965,Sofia Lopez,Southwest,sofia.lopez809@outlook.com,Bronze,2019-03-22,+1-897-269-1981,13650,False
380843,Yuki Kim,West Coast,yuki.kim621@hotmail.com,Bronze,2020-10-02,+1-049-646-8829,7205,1
195927,Ahmed Jones,Northwest,ahmed.jones528@icloud.com,Gold,2021-01-03,+1-641-316-3882,4569,1
983424,Karen Williams,International,karen.williams927@gmail.com,Silver,2018-08-23,+1-020-007-0266,8593,Y
340795,Linda Taylor,West Coast,linda.taylor431@hotmail.com,Bronze,2023-07-14,+1-577-792-6948,7770,1
481044,Barbara Wilson,Northeast,barbara.wilson797@company.com,Silver,2019-07-07,+1-262-599-8427,13293,1
495958,Jessica Smith,Midwest,jessica.smith693@yahoo.com,Gold,2021-01-30,+1-862-506-4831,7557,1
492026,Sofia Kim,Southeast,sofia.kim640@company.com,Silver,2020-12-23,+1-344-879-4008,4688,1
302579,Sarah Singh,NORTHWEST,sarah.singh918@icloud.com,Bronze,2019-08-12,+1-837-497-1799,6173,True
154295,Richard Smith,Midwest,richard.smith507@work.org,Bronze,2024-01-03,+1-824-158-0874,2162,1
393537,Sofia Müller,International,sofia.müller917@work.org,Bronze,2024-04-04,+1-388-125-8734,7290,N
329206,,Northeast,yuki.patel434@work.org,Bronze,2021-01-06,+1-107-167-3119,1551,1
428269,Mary Martin,Northeast,mary.martin331@company.com,Bronze,2022-07-13,+1-741-986-7841,11416,Y
794648,Patricia Patel,International,patricia.patel300@icloud.com,Bronze,2023-06-07,+1-884-578-2932,6578,0
888555,Susan Garcia,Northeast,susan.garcia736@yahoo.com,Bronze,2023-04-11,+1-474-600-8386,9487,0
786118,Elena Wilson,West Coast,elena.wilson687@outlook.com,Gold,2021-11-12,+1-096-406-4800,7237,1
876224,Fatima Martin,Midwest,fatima.martin44@gmail.com,Bronze,2018-05-03,+1-593-836-3415,5311,1
243789,Priya Jackson,West Coast,priya.jackson552@company.com,Silver,2021-06-20,+1-984-142-4645,10182,1
582919,Karen Davis,WEST COAST,karen.davis849@work.org,Silver,2018-06-15,+1-220-716-3585,14568,Y
336615,Wei Johnson,Midwest,wei.johnson910@gmail.com,Silver,2019-07-22,+1-768-744-3727,991,1
213920,Zara Ali,Northwest,zara.ali306@company.com,Gold,2023-05-19,+1-547-044-3713,7094,1
481632,Susan Johnson,Southwest,susan.johnson288@icloud.com,Gold,2024-06-21,,1715,1
899575,Yuki Singh,Southeast,yuki.singh921@mail.com,Silver,2020-12-05,+1-409-791-1340,8464,0
668936,Elena Hernandez,West Coast,elena.hernandez978@mail.com,Gold,2021-07-20,+1-026-159-1946,11802,0
676635,Sofia Wilson,Southwest,sofia.wilson546@hotmail.com,Gold,2020-10-18,+1-720-353-3932,2562,N
852695,Robert Rodriguez,Northeast,robert.rodriguez233@mail.com,Bronze,2019-01-18,+1-368-901-4706,14171,1
531682,Omar Johnson,Midwest,omar.johnson780@icloud.com,Bronze,2023-10-08,+1-176-104-5577,5473,N
836270,Zara Jones,Midwest,zara.jones92@yahoo.com,Bronze,2023-03-11,+1-664-211-8833,11676,Y
765544,Robert Nguyen,West Coast,robert.nguyen194@company.com,Bronze,2020-08-13,+1-082-468-2087,1015,1
932333,Zara Davis,southeast,zara.davis503@work.org,Bronze,2019-06-16,+1-760-512-6676,3331,1
774150,Charles Martin,International,charles.martin850@mail.com,Silver,2022-11-26,+1-485-733-8525,6426,0
190971,Elena Nguyen,WEST COAST,elena.nguyen208work.org,Silver,2019-07-09,+1-592-866-7323,10067,True
702671,James Garcia,Northeast,james.garcia788@outlook.com,Silver,2021-08-06,+1-947-224-3860,10315,True
160863,Ahmed Fernandez,Southwest,ahmed.fernandez486@outlook.com,Silver,2020-08-15,+1-297-539-7133,10594,0
398936,Ahmed Moore,Midwest,ahmed.moore611@outlook.com,Gold,2019-06-02,+1-256-612-4757,13309,1
438414,Richard Rossi,Northwest,richard.rossi340@company.com,Gold,2019-03-15,+1-921-218-6199,14153,1
232121,Priya Lee,Southeast,priya.lee698@company.com,Silver,2020-03-21,+1-527-180-3759,7181,1
355523,Karen Williams,Northwest,karen.williams273@icloud.com,Bronze,2020-12-14,+1-199-337-3434,7223,0
786862,Raj Ali,Northwest,raj.ali857@work.org,Bronze,2020-02-05,+1-452-898-8107,2069,1
525738,Susan Martin,West Coast,susan.martin49@outlook.com,Bronze,2023-10-23,+1-801-639-5131,14824,Y
974532,Karen Brown,Northeast,karen.brown755@hotmail.com,Bronze,2023-11-11,+1-068-508-9078,3607,1
487418,Jennifer Singh,Northeast,jennifer.singh51@icloud.com,Silver,2018-06-06,+1-529-944-8701,11993,1
510397,Mary Rodriguez,International,mary.rodriguez316@outlook.com,Bronze,2020-08-12,+1-280-152-3991,13834,1
604850,Mei Lee,Southwest,mei.lee57@icloud.com,Silver,2024-03-07,+1-186-648-4470,10195,1
579104,Raj Nguyen,Southwest,raj.nguyen233@outlook.com,Silver,2023-06-15,+1-337-199-9552,9799,1
642612,Christopher Wilson,Southeast,christopher.wilson60@company.com,Bronze,2021-02-08,+1-129-828-3366,7068,0
196569,Michael Müller,Southwest,michael.müller197@work.org,Bronze,2018-04-07,+1-707-649-9392,1736,Y
738341,Michael Müller,Midwest,michael.müller596@hotmail.com,Bronze,2023-12-09,+1-263-225-1827,4133,N
977635,Elena Thomas,Southeast,elena.thomas185@gmail.com,Platinum,2022-06-11,+1-360-538-7497,11717,True
372933,Christopher Anderson,Northeast,christopher.anderson936@gmail.com,Silver,2019-01-22,+1-788-665-8349,6233,1
602926,Jessica Patel,Southeast,jessica.patel869@hotmail.com,Bronze,2024-01-26,+1-973-192-6728,13868,1
402660,Charles Rodriguez,Southeast,charles.rodriguez343@hotmail.com,Bronze,2019-12-12,+1-021-365-2102,600,0
386637,David Rossi,Southeast,david.rossi168@yahoo.com,Gold,2022-01-09,+1-189-727-3525,4735,1
603327,Sarah Taylor,West Coast,sarah.taylor798@company.com,Bronze,2020-12-08,+1-116-885-4601,1459,1
300214,Lisa Singh,northeast,lisa.singh973@hotmail.com,Bronze,2021-01-01,+1-982-000-6307,7045,Y
331856,  Christopher Wilson  ,Southeast,christopher.wilson473@gmail.com,Bronze,2020-10-18,+1-853-854-1135,11796,Y
534628,Raj Hernandez,Southwest,raj.hernandez75@gmail.com,Gold,2018-06-26,+1-718-117-3523,6715,1
509632,Jessica Hernandez,Southeast,jessica.hernandez536@yahoo.com,Bronze,2018-06-18,+1-737-129-7302,13114,1
334689,Barbara Davis,West Coast,barbara.davis855@company.com,Bronze,2022-02-07,,12180,1
458504,Charles Jackson,Southeast,charles.jackson781@company.com,Bronze,2019-11-11,+1-904-193-9798,4334,Y
756422,Susan Silva,Southeast,susan.silva566@work.org,Bronze,2022-05-22,+1-608-016-6504,14056,1
588852,Ahmed Fernandez,West Coast,ahmed.fernandez429@yahoo.com,Gold,2022-05-30,+1-439-333-0999,9306,0
920451,John Davis,Midwest,john.davis308@gmail.com,Bronze,2024-06-25,+1-075-668-7909,3063,0
231686,Mei Silva,Southwest,mei.silva779@yahoo.com,Bronze,2018-06-04,+1-926-379-0346,14858,0
109687,Mary Williams,Northeast,mary.williams320@mail.com,Bronze,2020-05-25,+1-548-593-9167,3731,1
717942,Priya Garcia,West Coast,priya.garcia295@gmail.com,Bronze,2018-04-05,+1-310-067-1731,3681,1
784018,Richard Jones,Northwest,richard.jones306@hotmail.com,Silver,2024-06-06,+1-198-090-7300,2098,False
750437,David Rossi,Southeast,david.rossi739@work.org,Gold,2021-07-08,+1-585-998-5850,7871,1
414538,Priya Ali,Northeast,priya.ali121@gmail.com,Gold,2018-05-24,+1-592-718-0058,9014,0
386213,John Lopez,Southeast,john.lopez221@icloud.com,Bronze,2018-11-25,+1-141-190-9088,14805,0
912561,Linda Chen,Midwest,linda.chen116@hotmail.com,Silver,2024-04-20,+1-448-048-9148,13967,1
694852,Michael Rodriguez,Northwest,michael.rodriguez556@company.com,Silver,2023-02-10,+1-998-447-3629,4820,1
373150,Robert Fernandez,International,robert.fernandez13@company.com,Bronze,2021-01-25,+1-588-038-7966,9420,1
104508,Carlos Singh,Southeast,carlos.singh100@gmail.com,Bronze,2020-12-03,+1-132-915-2574,9057,1
705864,John Moore,West Coast,john.moore243@yahoo.com,Bronze,2022-10-22,+1-278-778-5046,7989,1
773941,Sofia Rodriguez,Southeast,sofia.rodriguez981@outlook.com,Silver,2018-06-20,+1-803-463-3267,8554,Y
396144,Patricia Kim,West Coast,patricia.kim817@outlook.com,Gold,2023-02-20,+1-089-553-0387,10933,N
746627,Thomas Rossi,WEST COAST,thomas.rossi399@company.com,Silver,2022-08-07,+1-658-547-7277,4601,Y
773378,Wei Patel,Southeast,wei.patel108@outlook.com,Bronze,2023-12-22,+1-917-128-6031,11959,Y
241508,Priya Fernandez,Southeast,priya.fernandez97@icloud.com,Bronze,2023-10-13,+1-526-853-4972,6647,N
804589,Jessica Singh,Southeast,jessica.singh177@company.com,Silver,2018-10-11,+1-540-449-8841,14316,1
239974,Christopher Wilson,Southeast,christopher.wilson692@work.org,Silver,2022-08-12,+1-170-506-4301,2822,1
504591,James Patel,Northeast,james.patel694@hotmail.com,Silver,2018-10-07,+1-752-763-7947,11390,Y
772610,Barbara Lee,Northwest,barbara.lee570@yahoo.com,Bronze,2023-10-08,+1-795-718-2324,3551,Y
857103,Sofia Rossi,SOUTHEAST,sofia.rossi696@yahoo.com,Bronze,2020-12-27,+1-160-077-4337,8799,Y
182654,Lisa Lopez,Southeast,lisa.lopez435@icloud.com,Bronze,2022-11-20,+1-485-707-1633,1400,True
512823,David Rossi,Southeast,david.rossi181@work.org,Gold,2024-05-03,+1-121-618-8955,14930,True
783725,John Ali,Southwest,john.ali4@work.org,Silver,2022-06-21,+1-452-368-9627,7895,0
209480,Zara Garcia,Southeast,zara.garcia139@company.com,Bronze,2021-05-10,+1-712-052-7114,11563,Y
925166,Raj Chen,Southwest,raj.chen67@mail.com,Bronze,2022-02-24,+1-100-844-0490,551,1
979264,Priya Rossi,International,priya.rossi658@mail.com,Gold,2019-11-12,+1-609-211-2538,8388,True
975306,Barbara Miller,West Coast,barbara.miller418@mail.com,Bronze,2019-04-14,+1-836-008-6920,3611,N
926816,Omar Williams,Southeast,omar.williams61@outlook.com,Bronze,2022-08-16,+1-046-069-0819,3152,1
190707,Susan Davis,Northeast,susan.davis776@work.org,Platinum,2019-11-14,+1-326-306-9937,2855,False
165665,Richard Anderson,Midwest,richard.anderson581@work.org,Silver,2023-11-08,+1-155-585-8813,6237,0
336622,John Nguyen,Northwest,john.nguyen40@icloud.com,Silver,2018-12-22,+1-560-205-0930,7869,1
573890,David Nguyen,Southeast,david.nguyen168@work.org,Bronze,2018-11-19,,826,1
512685,Richard Garcia,Southeast,richard.garcia849@icloud.com,Bronze,2018-10-29,+1-804-798-2124,305,1
734554,Mary Fernandez,Northeast,mary.fernandez839@icloud.com,Bronze,2022-10-01,+1-292-046-5388,12298,1
861389,James Chen,Northeast,james.chen412@gmail.com,Silver,2023-10-31,+1-555-173-4820,13420,1
286304,JOSEPH CHEN,Midwest,joseph.chen644@mail.com,Silver,2020-05-07,+1-728-206-2837,9870,1
359512,Mei Kim,Northeast,mei.kim319@mail.com,Bronze,2021-02-27,,3939,0
722685,Barbara Kim,International,barbara.kim415@hotmail.com,Gold,2021-02-16,+1-320-255-6027,13243,1
965220,Zara Silva,Southeast,zara.silva454@mail.com,Gold,2023-01-20,+1-755-683-5600,393,1
