"customer_id","customer_name","sales_region","email","customer_tier","join_date","phone","loyalty_points","subscribed"
"338319","James Taylor","Southeast","james.taylor153@work.org","Bronze","2020-08-24","+1-853-570-4502",5123,1
"733625","Linda Smith","Northeast","linda.smith269@mail.com","Bronze","2023-06-16","+1-814-499-6052",13757,""
"323319","Ahmed Lopez","Midwest","ahmed.lopez507@mail.com","Gold","2019-08-06","+1-337-202-9789",2519,""
"782022","Christopher Garcia","Northeast","christopher.garcia507@work.org","Bronze","2023-05-04","+1-330-908-8328",13371,1
"179385","Ahmed Chen","Northeast","Invalid","Bronze","2021-09-14","+1-975-129-9936",9534,1
"849818","Priya Patel","Southwest","priya.patel253@gmail.com","Bronze","2020-08-05","+1-652-049-9242",14348,""
"699761","Mary Brown","Southeast","mary.brown168@icloud.com","Bronze","2020-12-02","+1-338-005-8206",11260,1
"102306","Zara Martin","Southwest","zara.martin946@hotmail.com","Bronze","2019-08-22","+1-010-044-3875",7144,1
"135598","Thomas Rodriguez","Northwest","thomas.rodriguez522@outlook.com","Bronze","2021-04-10","+1-295-274-8951",12190,1
"395743","Jessica Taylor","Southeast","jessica.taylor62@outlook.com","Bronze","2022-02-07","+1-247-201-9044",7677,1
"801002","Linda Anderson","Midwest","linda.anderson494@icloud.com","Silver","2019-02-09","+1-042-426-3066",831,1
"336433","Wei Martin","Northeast","wei.martin646@company.com","Platinum","2020-04-13","+1-894-408-4092",4493,1
"547649","Ahmed Jackson","Southeast","ahmed.jackson396@work.org","Bronze","2020-07-08","+1-349-143-7358",13907,""
"701596","Yuki Davis","Northeast","yuki.davis32@company.com","Silver","2019-08-07","+1-486-846-3557",14709,""
"911339","Charles Davis","Northeast","charles.davis836@work.org","Silver","2023-10-29","+1-585-170-3259",2389,1
"520446","Michael Garcia","Southeast","michael.garcia31@work.org","Platinum","2018-08-11","+1-660-345-9878",5954,1
"448477","Priya Fernandez","Midwest","priya.fernandez949@mail.com","Silver","2024-03-22","+1-671-574-2178",4831,""
"458635","Sofia Moore","West Coast","sofia.moore57@gmail.com","Bronze","2022-07-18","+1-231-730-7142",14212,1
"385544","Robert Chen","Southeast","robert.chen885@yahoo.com","Bronze","2023-05-12","+1-902-891-1762",8543,""
"117345","Jessica Jones","Southwest","jessica.jones3@outlook.com","Silver","2019-09-22","+1-728-673-3943",9690,1
"113772","Mary Brown","Southeast","mary.brown22@hotmail.com","Gold","2022-06-17","+1-887-393-6204",4694,1
"759395","Yuki Williams","Northeast","yuki.williams101@gmail.com","Bronze","2021-12-21","Invalid",4164,1
"550559","Yuki Silva","Midwest","yuki.silva511@company.com","Bronze","2019-08-31","+1-017-643-8519",9004,1
"591205","Carlos Taylor","Northeast","carlos.taylor739@company.com","Silver","2021-11-25","+1-719-267-1403",12296,1
"125683","Charles Lopez","Midwest","charles.lopez994@gmail.com","Silver","2020-10-10","+1-878-086-3158",2824,""
"171694","FATIMA TAYLOR","West Coast","fatima.taylor914@mail.com","Gold","2019-10-07","+1-424-817-4265",1592,""
"916586","Zara Martinez","Southeast","zara.martinez562@work.org","Gold","2020-09-16","+1-938-228-8038",592,1
"854390","Zara Singh","West Coast","zara.singh255@hotmail.com","Bronze","2024-03-26","+1-690-861-0784",6738,""
"840911","Patricia Lee","Midwest","patricia.lee623@work.org","Silver","2022-03-02","+1-263-214-9940",12097,""
"931748","Richard Lee","West Coast","richard.lee839@icloud.com","Platinum","2023-09-12","+1-317-573-5266",6197,1
"701020","Linda Johnson","Northeast","linda.johnson954@work.org","Silver","2023-08-26","+1-083-246-7288",1934,1
"537630","carlos miller","West Coast","carlos.miller830@outlook.com","Bronze","2019-11-15","+1-578-402-2379",9448,1
"721350","Susan Anderson","Southeast","susan.anderson553@hotmail.com","Gold","2018-09-07","+1-627-492-5389",6529,""
"511947","Fatima Johnson","International","fatima.johnson676@gmail.com","Silver","2018-02-10","+1-674-987-6368",14157,1
"497033","Wei Rodriguez","Midwest","wei.rodriguez191@mail.com","Bronze","2022-07-03","+1-715-997-2673",6383,1
"871930","Susan Nguyen","Northeast","susan.nguyen678@work.org","Bronze","2018-04-25","+1-899-968-3183",5983,""
"882992","Sofia Jones","West Coast","sofia.jones168@yahoo.com","Bronze","2023-02-27","+1-979-262-7508",5990,1
"381306","Sarah Wilson","West Coast","sarah.wilson307@outlook.com","Bronze","2023-06-21","+1-009-390-4065",8496,1
"682123","Karen Rossi","International","karen.rossi417@company.com","Bronze","2019-09-01","+1-463-135-7944",6233,1
"884730","Charles Miller","West Coast","charles.miller32@outlook.com","Bronze","2019-08-14","+1-388-732-8322",2541,1
"461736","Sofia Chen","Northeast","sofia.chen376@outlook.com","Bronze","2020-07-06","+1-433-068-8180",10891,""
"293520","Richard Jones","Northwest","richard.jones804@gmail.com","Bronze","2020-05-13","+1-527-673-0801",5353,1
"988597","Joseph Martinez","Midwest","joseph.martinez872@yahoo.com","Gold","2018-06-03","+1-593-843-9201",6361,""
"471007","Richard Brown","Northeast","richard.brown936@yahoo.com","Bronze","2023-07-08","Invalid",3019,1
"547341","Wei Rossi","Midwest","wei.rossi800@outlook.com","Bronze","2023-12-12","+1-365-240-9206",6128,1
"612220","carlos miller","Southwest","Invalid","Silver","2023-10-08","+1-817-485-2840",12384,""
"296943","Robert Kim","West Coast","robert.kim520@outlook.com","Gold","2022-08-23","+1-171-567-8757",11097,""
"343252","Christopher Taylor","West Coast","christopher.taylor254@gmail.com","Silver","2020-02-04","Invalid",2390,""
"753722","Raj Taylor","West Coast","raj.taylor605@outlook.com","Silver","2022-12-05","+1-682-373-9446",3980,""
"169570","Fatima Martinez","Southeast","fatima.martinez210@hotmail.com","Silver","2023-12-17","+1-124-939-4991",14969,""
"213131","Priya Martin","West Coast","priya.martin896@icloud.com","Gold","2018-10-20","+1-517-062-9656",6820,""
"734940","Karen Thomas","West Coast","karen.thomas46@company.com","Bronze","2024-03-30","+1-889-250-3813",6183,1
"577993","Joseph Davis","Southwest","joseph.davis756@gmail.com","Platinum","2020-11-11","+1-934-054-5884",14555,""
"541723","Barbara Chen","Southwest","barbara.chen484@mail.com","Silver","2020-07-26","+1-980-262-3531",14645,1
"945238","Mary Lee","Northeast","mary.lee210@company.com","Platinum","2020-08-07","+1-431-360-4998",1896,""
"755737","Omar Silva","Midwest","omar.silva931@company.com","Silver","2019-01-10","+1-057-485-9910",5586,1
"694476","CHRISTOPHER WILSON","Northeast","christopher.wilson309@outlook.com","Silver","2022-05-20","+1-949-858-4188",629,1
"716054","Mei Nguyen","Southeast","mei.nguyen634@mail.com","Platinum","2018-10-19","+1-823-554-9733",6381,1
"903781","Ahmed Singh","Midwest","ahmed.singh53@hotmail.com","Gold","2019-02-23","+1-271-436-3547",4312,""
"405806","Robert Thomas","Southwest","robert.thomas867@mail.com","Bronze","2020-10-05","+1-876-150-6475",10722,1
"829107","Jessica Jackson","Southeast","jessica.jackson873@yahoo.com","Silver","2023-11-04","+1-735-727-0182",6868,1
"457851","Elena Williams","Southeast","elena.williams133@gmail.com","Gold","2020-09-07","+1-187-236-0208",8133,1
"791447","James Williams","Southeast","james.williams992@outlook.com","Silver","2018-10-16","+1-826-987-3694",4208,1
"697263","Carlos Lopez","Southeast","carlos.lopez487@gmail.com","Bronze","2018-07-22","+1-904-468-7927",5911,1
"944164","Richard Fernandez","Midwest","richard.fernandez52@outlook.com","Bronze","2023-03-07","+1-477-522-1471",13433,1
"705533","Priya Lee","Northeast","priya.lee940@icloud.com","Gold","2021-11-14","+1-608-452-3029",12210,""
"872688","Ahmed Moore","Northeast","ahmed.moore138@hotmail.com","Bronze","2021-12-22","+1-618-823-7922",10383,""
"596942","Mei Müller","Midwest","mei.müller212@hotmail.com","Silver","2021-05-27","+1-680-367-7100",13917,1
"820566","Karen Müller","Southwest","karen.müller421@outlook.com","Bronze","2019-07-18","+1-005-554-9573",3227,1
"506952","Christopher Kim","International","christopher.kim999@mail.com","Gold","2024-05-10","+1-134-602-7868",8905,1
"292697","Mary Brown","Southeast","mary.brown376@icloud.com","Bronze","2021-07-07","+1-102-170-7646",8311,1
"835642","Joseph Lee","Southeast","joseph.lee903@outlook.com","Gold","2022-02-03","+1-927-233-0021",5264,1
"808101","Michael Nguyen","Northeast","michael.nguyen943@work.org","Bronze","2022-02-27","+1-178-673-2320",2003,1
"955919","Fatima Brown","Unknown","fatima.brown257@yahoo.com","Bronze","2023-03-09","+1-075-715-1569",13231,1
"485549","Yuki Singh","Southeast","yuki.singh449@mail.com","Silver","2019-12-26","+1-714-217-2330",12183,""
"244278","Jessica Ali","West Coast","jessica.ali711@outlook.com","Gold","2020-05-06","+1-724-733-8920",14287,1
"722290","Wei Martin","Southeast","wei.martin246@icloud.com","Bronze","2019-09-08","Invalid",4115,1
"255943","Carlos Ali","Southeast","carlos.ali166@gmail.com","Gold","2019-04-05","+1-441-807-0999",3443,""
"142164","Patricia Kim","Midwest","patricia.kim861@yahoo.com","Bronze","2020-11-14","+1-183-512-7123",4633,1
"194119","Jessica Brown","Midwest","jessica.brown974@gmail.com","Silver","2021-06-10","+1-268-212-3941",28,1
"681846","Carlos Lopez","Midwest","carlos.lopez875@yahoo.com","Silver","2018-04-12","+1-270-229-0090",8823,""
"343695","Jessica Hernandez","Southeast","jessica.hernandez700@outlook.com","Silver","2019-05-30","+1-682-183-7623",8175,""
"529941","Linda Fernandez","Midwest","linda.fernandez421@gmail.com","Bronze","2018-08-12","+1-154-658-9847",7701,1
"909784","Ahmed Davis","Northeast","ahmed.davis287@mail.com","Silver","2018-02-17","+1-746-892-9967",12691,1
"282337","Lisa Hernandez","Midwest","lisa.hernandez77@icloud.com","Bronze","2023-04-15","+1-990-139-7503",7647,1
"599727","Richard Davis","Southwest","Invalid","Gold","2021-08-03","+1-399-661-6032",4636,1
"999338","Fatima Davis","West Coast","fatima.davis183@mail.com","Bronze","2019-10-04","+1-710-315-6925",124,1
"265712","Robert Lee","Northeast","robert.lee614@gmail.com","Silver","2024-02-15","+1-464-773-9243",8303,""
"107100","Elena Chen","West Coast","elena.chen220@hotmail.com","Bronze","2023-09-06","+1-569-493-0925",5078,1
"559753","Michael Müller","Southeast","michael.müller642@company.com","Bronze","2022-08-17","+1-279-830-2348",2872,1
"294585","David Rodriguez","Northeast","david.rodriguez194@icloud.com","Bronze","2018-09-26","+1-768-598-1400",609,1
"186054","Jessica Martinez","West Coast","jessica.martinez10@company.com","Bronze","2021-03-25","Invalid",9931,1
"617024","Mei Martinez","International","mei.martinez793@yahoo.com","Bronze","2019-03-16","+1-564-686-3490",2898,1
"721582","Carlos Kim","Northwest","Invalid","Silver","2021-07-21","+1-258-816-9236",2175,""
"787620","Ahmed Rodriguez","Southeast","ahmed.rodriguez125@yahoo.com","Silver","2019-08-08","+1-724-014-2919",2303,1
"482076","Joseph Martinez","Midwest","joseph.martinez924@hotmail.com","Gold","2022-09-09","+1-208-823-7935",4496,""
"575163","David Martin","Southeast","david.martin480@hotmail.com","Bronze","2021-01-01","+1-486-599-8433",12902,1
"416343","zara anderson","International","zara.anderson861@company.com","Gold","2021-06-20","+1-868-358-2201",12798,1
"256024","Jennifer Garcia","Northwest","jennifer.garcia656@work.org","Bronze","2020-07-07","+1-438-244-7305",12885,1
"443517","Christopher Müller","International","christopher.müller582@gmail.com","Bronze","2022-03-21","+1-618-562-3990",11529,1
"452279","Raj Jackson","Southwest","Invalid","Bronze","2018-06-24","+1-082-663-0886",887,""
"701767","Robert Smith","Midwest","robert.smith737@work.org","Bronze","2021-07-21","+1-332-485-2629",1105,""
"765145","Linda Rodriguez","Midwest","linda.rodriguez981@mail.com","Bronze","2018-09-20","+1-827-856-6647",6596,1
"114822","Jennifer Taylor","Northeast","jennifer.taylor804@mail.com","Silver","2019-04-01","+1-928-378-6122",9728,""
"250250","Karen Williams","Southeast","karen.williams217@company.com","Bronze","2020-11-20","+1-464-937-5766",2777,1
"913163","Susan Taylor","International","susan.taylor504@icloud.com","Bronze","2021-05-27","+1-312-433-2815",12120,""
"385674","Karen Johnson","International","karen.johnson334@outlook.com","Bronze","2021-11-12","+1-063-448-1324",1137,""
"651889","Zara Davis","Midwest","zara.davis786@yahoo.com","Bronze","2018-04-26","+1-142-702-7598",1740,""
"316765","Yuki Martinez","Midwest","yuki.martinez905@company.com","Gold","2021-02-25","+1-275-017-7912",9446,1
"103407","Thomas Davis","Southeast","thomas.davis319@hotmail.com","Bronze","2019-08-20","+1-059-918-7982",3366,""
"281011","James Lee","Northeast","james.lee374@work.org","Bronze","2023-06-13","+1-386-901-6060",12461,1
"325003","Sofia Johnson","Northeast","sofia.johnson99@hotmail.com","Gold","2021-04-18","+1-356-546-1719",13963,1
"338837","Mary Davis","Southeast","Invalid","Silver","2024-02-25","+1-850-921-1563",2431,1
"329321","Robert Thomas","Northeast","robert.thomas681@outlook.com","Silver","2018-08-22","+1-197-218-9855",3475,1
"433526","Ahmed Chen","Midwest","ahmed.chen443@yahoo.com","Silver","2021-06-12","+1-539-552-3376",11653,1
"348780","Thomas Silva","Southeast","thomas.silva40@mail.com","Silver","2021-06-02","+1-351-719-1511",11153,1
"505184","Susan Moore","Southwest","susan.moore433@outlook.com","Bronze","2018-06-19","+1-742-287-0282",10881,1
"899296","Ahmed Lopez","Northeast","ahmed.lopez199@mail.com","Bronze","2020-01-18","+1-459-124-6518",9800,1
"654067","Richard Fernandez","Northwest","richard.fernandez235@yahoo.com","Bronze","2022-02-04","+1-493-091-6755",8572,1
"911666","Susan Müller","Northeast","susan.müller317@gmail.com","Bronze","2020-04-16","+1-128-120-9597",4384,1
"245051","Elena Davis","International","elena.davis543@gmail.com","Silver","2021-06-12","+1-338-966-7645",7605,""
"927228","James Jackson","West Coast","james.jackson312@gmail.com","Gold","2022-10-29","+1-361-767-6345",8320,1
"648297","James Garcia","Midwest","james.garcia535@icloud.com","Bronze","2018-09-10","+1-194-651-9463",11210,""
"820238","Ahmed Martin","Southeast","ahmed.martin278@company.com","Silver","2022-12-22","+1-333-724-5332",3322,1
"429005","Lisa Taylor","Southeast","lisa.taylor294@hotmail.com","Silver","2018-11-07","+1-262-129-1011",10517,1
"764303","John Chen","West Coast","john.chen12@outlook.com","Silver","2021-01-12","+1-069-647-7458",10819,1
"348844","Elena Kim","West Coast","elena.kim751@yahoo.com","Gold","2022-09-28","+1-236-688-2194",788,1
"382876","Richard Moore","Midwest","richard.moore830@gmail.com","Bronze","2022-06-27","+1-716-552-2680",7964,1
"942623","Wei Ali","International","wei.ali655@mail.com","Silver","2023-05-31","+1-159-563-0077",5907,""
"854798","John Garcia","Midwest","john.garcia420@hotmail.com","Bronze","2018-07-09","+1-461-521-3663",3140,1
"232830","Karen Chen","Northeast","karen.chen919@icloud.com","Silver","2019-12-01","+1-847-165-8382",9266,1
"392918","James Jones","International","james.jones940@hotmail.com","Bronze","2019-04-25","+1-993-524-0624",5146,1
"880756","Carlos Patel","Southeast","carlos.patel468@outlook.com","Silver","2023-06-09","+1-133-614-3414",3562,1
"784692","Robert Martin","Midwest","robert.martin390@outlook.com","Silver","2021-06-26","+1-169-308-4709",501,1
"396509","Priya Rossi","Northwest","priya.rossi967@outlook.com","Gold","2019-06-03","+1-498-749-8949",9824,1
"438650","Barbara Brown","West Coast","barbara.brown163@icloud.com","Silver","2021-09-28","+1-229-312-9734",13201,1
"486401","Raj Ali","West Coast","raj.ali621@outlook.com","Platinum","2018-04-28","+1-216-767-6328",11797,1
"220497","Sofia Jackson","Northeast","sofia.jackson746@outlook.com","Gold","2021-06-09","+1-650-865-8132",5739,1
"293203","Charles Lee","Northeast","charles.lee105@work.org","Bronze","2024-02-07","+1-921-785-6338",10536,""
"586763","Fatima Müller","Southeast","fatima.müller974@yahoo.com","Silver","2019-01-08","+1-759-306-7324",6948,1
"804903","Christopher Williams","Southwest","christopher.williams118@yahoo.com","Silver","2020-05-01","+1-843-169-3370",11629,1
"386393","Thomas Davis","Midwest","thomas.davis738@outlook.com","Bronze","2020-02-28","+1-260-602-4995",14481,1
"646072","Ahmed Nguyen","Northeast","ahmed.nguyen625@yahoo.com","Bronze","2020-12-07","+1-764-125-3726",2836,1
"764962","Christopher Nguyen","Midwest","christopher.nguyen100@icloud.com","Bronze","2022-06-12","+1-105-237-2600",13061,1
"513313","Unknown","West Coast","yuki.hernandez563@company.com","Bronze","2020-05-03","+1-424-672-4792",12187,1
"873282","Sofia Martinez","Midwest","sofia.martinez317@icloud.com","Gold","2020-05-27","+1-777-730-9692",462,""
"938326","Carlos Davis","Southeast","carlos.davis647@gmail.com","Bronze","2018-01-13","+1-861-840-2529",14189,1
"746924","Sarah Ali","Northwest","sarah.ali134@mail.com","Silver","2022-01-14","+1-571-625-9721",6794,1
"214627","Michael Taylor","Midwest","michael.taylor690@yahoo.com","Silver","2018-05-11","+1-189-557-9294",12554,1
"547157","Richard Nguyen","Midwest","richard.nguyen362@icloud.com","Bronze","2021-12-22","+1-516-091-7502",11994,""
"955905","Mary Rodriguez","Southeast","mary.rodriguez573@gmail.com","Silver","2022-09-28","+1-275-656-4654",6442,1
"793711","Charles Wilson","Northeast","charles.wilson623@gmail.com","Silver","2024-05-23","+1-965-384-2660",1366,1
"174955","Ahmed Martinez","Southwest","ahmed.martinez735@company.com","Silver","2022-08-15","+1-807-826-9622",14263,1
"966224","Carlos Chen","Southeast","carlos.chen668@work.org","Gold","2020-12-30","+1-522-216-4605",3207,1
"343255","Zara Müller","International","zara.müller87@company.com","Silver","2019-07-31","+1-951-380-9414",6206,""
"902928","Fatima Rossi","Northeast","fatima.rossi992@yahoo.com","Silver","2021-10-22","+1-796-139-9847",14453,""
"829699","Karen Davis","Midwest","karen.davis774@hotmail.com","Bronze","2019-02-17","+1-778-054-5527",13869,1
"552519","Sofia Anderson","Northeast","sofia.anderson213@yahoo.com","Silver","2021-01-20","+1-853-649-3338",6074,""
"519826","Sarah Müller","Northeast","sarah.müller269@icloud.com","Gold","2019-02-09","+1-030-343-8085",10195,""
"372990","Sarah Rossi","Southeast","sarah.rossi677@outlook.com","Gold","2019-02-12","+1-351-071-9567",9697,1
"183724","James Kim","Northeast","james.kim680@work.org","Bronze","2023-07-07","+1-539-561-5529",6937,1
"163844","Joseph Nguyen","West Coast","joseph.nguyen869@mail.com","Bronze","2022-01-19","+1-827-984-7147",13248,""
"321536","Sofia Rodriguez","Midwest","sofia.rodriguez901@hotmail.com","Bronze","2018-11-30","+1-844-500-8453",8684,1
"523916","Karen Rossi","Southwest","karen.rossi779@work.org","Platinum","2020-03-06","+1-217-386-0433",13630,1
"793706","Karen Moore","Northeast","karen.moore226@yahoo.com","Silver","2019-10-03","+1-454-269-9325",3415,""
"801562","Jennifer Kim","Northeast","jennifer.kim455@outlook.com","Bronze","2022-01-05","+1-352-385-7463",5416,1
"102073","Michael Johnson","Midwest","michael.johnson185@mail.com","Bronze","2021-11-23","+1-569-024-2375",14940,1
"143957","Yuki Rossi","Unknown","yuki.rossi776@icloud.com","Bronze","2021-07-20","+1-709-019-1469",9863,1
"357933","Linda Lopez","Midwest","linda.lopez722@icloud.com","Silver","2019-02-07","+1-994-493-9515",541,""
"910703","Linda Thomas","Northeast","linda.thomas628@mail.com","Bronze","2024-02-14","+1-473-272-2278",7505,1
"228156","Sarah Lee","Northwest","sarah.lee87@icloud.com","Platinum","2018-05-15","+1-056-970-9594",7320,""
"955159","Patricia Miller","Southwest","patricia.miller364@work.org","Bronze","2022-12-02","+1-675-987-5149",14015,1
"484478","Yuki Fernandez","Southwest","yuki.fernandez994@hotmail.com","Bronze","2020-09-22","+1-304-480-3457",10734,""
"369449","Ahmed Lopez","West Coast","ahmed.lopez998@mail.com","Silver","2018-12-03","+1-801-011-7536",699,""
"641889","Fatima Martin","Southeast","fatima.martin442@outlook.com","Gold","2023-08-10","Invalid",8586,1
"704469","Yuki Kim","Midwest","Invalid","Bronze","2023-01-15","+1-046-789-2031",2991,1
"869075","Linda Martin","Southeast","linda.martin447@hotmail.com","Bronze","2018-10-08","+1-827-792-0604",3699,1
"762876","Barbara Smith","Southwest","barbara.smith433@work.org","Silver","2021-09-23","Invalid",6063,1
"407506","Jennifer Silva","West Coast","jennifer.silva199@yahoo.com","Platinum","2021-06-02","+1-582-593-1400",690,1
"223669","Karen Lopez","Northwest","karen.lopez376@work.org","Bronze","2020-10-20","+1-915-340-7855",8173,1
"400352","Joseph Williams","West Coast","joseph.williams269@icloud.com","Silver","2018-08-30","+1-350-381-7610",3912,""
"432271","Charles Ali","Southwest","charles.ali328@company.com","Silver","2018-07-20","+1-632-088-9960",12145,1
"426809","Sofia Ali","Southeast","sofia.ali18@mail.com","Silver","2021-06-11","+1-685-747-4656",11807,1
"684757","Mary Singh","Midwest","mary.singh728@company.com","Silver","2022-04-11","+1-934-288-6960",8075,""
"171832","David Brown","Midwest","david.brown821@yahoo.com","Gold","2019-04-17","+1-936-441-3635",245,1
"668125","Charles Thomas","International","charles.thomas326@yahoo.com","Bronze","2019-02-15","+1-611-525-8903",3182,1
"669941","Unknown","International","mei.chen354@outlook.com","Bronze","2023-08-26","+1-305-975-8477",2345,1
"831718","Robert Brown","International","robert.brown998@work.org","Gold","2021-11-25","+1-873-999-8191",10646,1
"417962","Michael Patel","Northeast","michael.patel18@yahoo.com","Silver","2021-12-03","+1-107-451-0677",2135,1
"889376","Jessica Miller","Northeast","jessica.miller18@icloud.com","Gold","2023-10-12","+1-370-250-6256",7890,1
"563173","raj moore","Midwest","raj.moore882@yahoo.com","Bronze","2023-01-27","+1-320-286-2004",14793,1
"986596","Thomas Williams","Southwest","thomas.williams571@icloud.com","Bronze","2019-09-05","+1-160-778-0765",13822,1
"464793","Raj Martinez","West Coast","raj.martinez411@company.com","Bronze","2023-10-30","+1-957-912-6015",12686,""
"212346","SUSAN JACKSON","Northeast","susan.jackson283@icloud.com","Platinum","2018-01-24","+1-736-784-7293",10077,1
"566842","Karen Rodriguez","West Coast","karen.rodriguez322@gmail.com","Silver","2023-02-18","+1-168-762-7972",8366,""
"514830","Zara Müller","Southwest","Invalid","Bronze","2022-12-20","+1-344-936-1920",7793,1
"898181","Fatima Rossi","Northeast","fatima.rossi93@work.org","Gold","2021-10-17","+1-366-613-6897",14249,""
"742799","Thomas Fernandez","Northeast","Invalid","Bronze","2020-11-24","+1-363-655-0859",13862,1
"894243","Patricia Garcia","Midwest","patricia.garcia628@yahoo.com","Bronze","2019-01-08","+1-599-458-0655",4364,""
"666111","Mary Rossi","Midwest","mary.rossi253@hotmail.com","Platinum","2023-11-23","+1-129-740-0717",1705,1
"999865","Sarah Rossi","West Coast","sarah.rossi504@icloud.com","Gold","2023-05-05","+1-257-722-8801",12915,1
"377636","Wei Martinez","Southeast","wei.martinez829@company.com","Platinum","2018-02-07","+1-222-171-8276",4246,""
"625214","Sarah Moore","West Coast","sarah.moore865@hotmail.com","Silver","2018-05-24","+1-448-157-1234",10028,1
"464063","Unknown","Southeast","robert.davis848@outlook.com","Gold","2018-09-25","+1-720-989-6424",4885,1
"619451","Richard Fernandez","Southwest","richard.fernandez24@outlook.com","Bronze","2024-01-17","+1-765-541-2429",3259,1
"155208","David Moore","Southeast","david.moore611@gmail.com","Bronze","2018-07-14","+1-281-951-7721",11802,1
"672644","Zara Moore","Northwest","zara.moore391@gmail.com","Bronze","2022-06-05","+1-805-775-6591",13363,1
"599560","Zara Anderson","West Coast","zara.anderson163@work.org","Bronze","2022-02-27","+1-814-489-2758",2756,1
"997602","Yuki Nguyen","Southeast","yuki.nguyen683@icloud.com","Bronze","2019-09-12","+1-564-149-6534",6026,""
"134667","John Lopez","Northeast","john.lopez972@gmail.com","Silver","2022-06-27","+1-647-328-3838",6567,1
"617095","James Martin","Northeast","james.martin658@work.org","Silver","2022-07-10","+1-335-884-6391",3717,""
"449531","Patricia Thomas","Southwest","Invalid","Bronze","2018-09-14","+1-934-586-3499",14402,1
"605769","David Martin","Northwest","david.martin806@work.org","Gold","2023-09-15","+1-403-472-6072",4767,1
"725157","Carlos Lopez","Midwest","carlos.lopez350@gmail.com","Silver","2024-05-25","+1-046-221-7347",1959,1
"924076","Mary Miller","Southwest","mary.miller400@work.org","Silver","2018-05-01","+1-127-114-5005",12662,1
"249345","Karen Johnson","Southeast","karen.johnson848@work.org","Bronze","2019-05-25","+1-727-099-4240",7187,1
"621324","Ahmed Miller","Southeast","ahmed.miller673@yahoo.com","Gold","2022-10-20","+1-397-752-5433",8465,1
"945777","Mei Miller","International","mei.miller583@yahoo.com","Bronze","2022-09-12","+1-255-457-8378",3041,1
"157563","Charles Patel","Southeast","charles.patel30@yahoo.com","Silver","2023-07-17","+1-121-098-8744",2897,1
"310410","Karen Miller","International","karen.miller401@hotmail.com","Bronze","2018-12-14","Invalid",1281,1
"107516","Mei Müller","Southeast","mei.müller222@outlook.com","Bronze","2021-12-07","+1-973-645-5040",12,1
"672415","raj singh","West Coast","raj.singh262@mail.com","Silver","2021-10-19","+1-146-599-8746",9271,1
"380666","Mei Taylor","Midwest","mei.taylor144@gmail.com","Silver","2022-05-24","+1-468-652-2157",9901,1
"412224","Omar Müller","Southwest","omar.müller268@hotmail.com","Bronze","2018-11-30","+1-900-017-3131",8955,1
"721314","Sarah Williams","Northwest","sarah.williams170@work.org","Gold","2021-01-03","+1-271-061-7211",8564,""
"117394","Elena Martinez","Southeast","elena.martinez690@company.com","Silver","2018-10-16","+1-942-111-7146",12221,1
"698991","Michael Thomas","Midwest","michael.thomas234@yahoo.com","Bronze","2022-03-29","+1-966-658-4092",8665,""
"594458","Mary Singh","West Coast","mary.singh803@work.org","Gold","2020-12-20","+1-667-312-9792",2367,""
"494471","Sofia Patel","West Coast","sofia.patel365@yahoo.com","Bronze","2021-11-01","+1-785-213-2213",1931,""
"110168","Karen Singh","Southwest","karen.singh375@outlook.com","Platinum","2023-07-26","+1-512-426-2277",8587,1
"672046","Susan Williams","Southeast","susan.williams139@hotmail.com","Silver","2020-10-30","+1-142-037-2529",395,1
"764160","Lisa Nguyen","Northwest","lisa.nguyen136@yahoo.com","Silver","2019-10-16","+1-891-237-9660",619,1
"453045","Christopher Hernandez","Southeast","Invalid","Bronze","2021-08-15","+1-474-847-0720",14353,1
"155711","Sarah Silva","Southeast","sarah.silva130@company.com","Bronze","2023-04-12","+1-754-660-2471",407,1
"697251","Fatima Martinez","West Coast","fatima.martinez882@icloud.com","Bronze","2019-01-16","+1-415-572-4605",558,1
"288511","Omar Lee","West Coast","omar.lee239@company.com","Platinum","2023-06-15","+1-288-736-9297",5082,""
"826883","Raj Kim","Northeast","raj.kim549@yahoo.com","Bronze","2019-10-04","Invalid",13893,1
"507967","Elena Silva","Southwest","elena.silva605@icloud.com","Bronze","2022-03-29","+1-496-018-7390",8743,1
"859109","John Anderson","International","john.anderson384@hotmail.com","Gold","2018-12-28","Invalid",5804,1
"343407","Wei Jones","West Coast","wei.jones592@outlook.com","Bronze","2020-04-27","+1-959-943-6300",2626,1
"874255","Karen Williams","Midwest","karen.williams142@work.org","Bronze","2021-01-05","+1-184-033-9390",12914,1
"558469","Fatima Miller","West Coast","fatima.miller66@icloud.com","Bronze","2023-08-14","+1-013-368-7060",12733,""
"517877","Barbara Moore","Midwest","barbara.moore677@hotmail.com","Bronze","2022-09-01","+1-607-977-7658",1138,1
"813433","Barbara Lee","West Coast","barbara.lee252@work.org","Platinum","2021-01-13","+1-108-845-3791",3038,""
"826989","John Williams","Northwest","john.williams229@yahoo.com","Bronze","2020-10-30","+1-808-674-5305",6253,1
"322792","Patricia Wilson","Southeast","patricia.wilson851@gmail.com","Bronze","2022-10-08","+1-605-005-2435",8312,""
"963349","Fatima Kim","International","fatima.kim552@gmail.com","Silver","2018-11-08","+1-740-334-6894",10079,""
